(3YP)ASSET,(1YP)ASSET,(3YP)ASSET2,(1YP)ASSET2,(3YP)ASSET5,(1YP)ASSET5,(3YP)ASSTLT,(1YP)ASSTLT,(3YP)ASTEMPM,(1YP)ASTEMPM,(3YP)AVASSETJ,(1YP)AVASSETJ,(3YP)BKPREM,(1YP)BKPREM,(3YP)CHBAL,(1YP)CHBAL,(3YP)CHBALI,(1YP)CHBALI,(3YP)DEP,(1YP)DEP,(3YP)DEPDASTR,(1YP)DEPDASTR,(3YP)DEPDOM,(1YP)DEPDOM,(3YP)DEPI,(1YP)DEPI,(3YP)EEFFR,(1YP)EEFFR,(3YP)EINTEXP,(1YP)EINTEXP,(3YP)ELNANTR,(1YP)ELNANTR,(3YP)ELNATR,(1YP)ELNATR,(3YP)ELNATRY,(1YP)ELNATRY,(3YP)EPREMAGG,(1YP)EPREMAGG,(3YP)EQ,(1YP)EQ,(3YP)EQCDIV,(1YP)EQCDIV,(3YP)EQCONSUB,(1YP)EQCONSUB,(3YP)EQCS,(1YP)EQCS,(3YP)EQCSTKRX,(1YP)EQCSTKRX,(3YP)EQPP,(1YP)EQPP,(3YP)EQSUR,(1YP)EQSUR,(3YP)EQTOT,(1YP)EQTOT,(3YP)EQUPTOT,(1YP)EQUPTOT,(3YP)EQV,(1YP)EQV,(3YP)ERNAST,(1YP)ERNAST,(3YP)ERNASTR,(1YP)ERNASTR,(3YP)ESAL,(1YP)ESAL,(3YP)EXTRA,(1YP)EXTRA,(3YP)FREPO,(1YP)FREPO,(3YP)FREPP,(1YP)FREPP,(3YP)IBEFXTR,(1YP)IBEFXTR,(3YP)IFIDUC,(1YP)IFIDUC,(3YP)IGLSEC,(1YP)IGLSEC,(3YP)IGLTRAD,(1YP)IGLTRAD,(3YP)INTAN,(1YP)INTAN,(3YP)INTINC,(1YP)INTINC,(3YP)INTINCY,(1YP)INTINCY,(3YP)ISERCHG,(1YP)ISERCHG,(3YP)ITAX,(1YP)ITAX,(3YP)LIAB,(1YP)LIAB,(3YP)LIABEQ,(1YP)LIABEQ,(3YP)LNATRES,(1YP)LNATRES,(3YP)LNATRESR,(1YP)LNATRESR,(3YP)LNEXAMT,(1YP)LNEXAMT,(3YP)LNLSDEPR,(1YP)LNLSDEPR,(3YP)LNLSNET,(1YP)LNLSNET,(3YP)LNLSNTV,(1YP)LNLSNTV,(3YP)LNRESNCR,(1YP)LNRESNCR,(3YP)NCGTYPAR,(1YP)NCGTYPAR,(3YP)NCLNLS,(1YP)NCLNLS,(3YP)NCLNLSR,(1YP)NCLNLSR,(3YP)NETIMIN,(1YP)NETIMIN,(3YP)NETINBM,(1YP)NETINBM,(3YP)NETINC,(1YP)NETINC,(3YP)NIM,(1YP)NIM,(3YP)NIMY,(1YP)NIMY,(3YP)NOIJ,(1YP)NOIJ,(3YP)NOIJY,(1YP)NOIJY,(3YP)NONII,(1YP)NONII,(3YP)NONIIAY,(1YP)NONIIAY,(3YP)NONIX,(1YP)NONIX,(3YP)NONIXAY,(1YP)NONIXAY,(3YP)NPERFV,(1YP)NPERFV,(3YP)NTLNLS,(1YP)NTLNLS,(3YP)NTLNLSR,(1YP)NTLNLSR,(3YP)NUMEMP,(1YP)NUMEMP,(3YP)OAIENC,(1YP)OAIENC,(3YP)OALIFGEN,(1YP)OALIFGEN,(3YP)OALIFHYB,(1YP)OALIFHYB,(3YP)OALIFINS,(1YP)OALIFINS,(3YP)OALIFSEP,(1YP)OALIFSEP,(3YP)OBSDIR,(1YP)OBSDIR,(3YP)ORE,(1YP)ORE,(3YP)RBC1AAJ,(1YP)RBC1AAJ,(3YP)RBCRWAJ,(1YP)RBCRWAJ,(3YP)RBCT1J,(1YP)RBCT1J,(3YP)RBCT2,(1YP)RBCT2,(3YP)ROA,(1YP)ROA,(3YP)ROAPTX,(1YP)ROAPTX,(3YP)ROE,(1YP)ROE,(3YP)ROEINJR,(1YP)ROEINJR,(3YP)RWAJT,(1YP)RWAJT,(3YP)SC,(1YP)SC,(3YP)SUBND,(1YP)SUBND,(3YP)TRADE,(1YP)TRADE,(3YP)TRADEL,(1YP)TRADEL,(3YP)UC,(1YP)UC,(3YP)UCLN,(1YP)UCLN,(3YP)VOLIAB,(1YP)VOLIAB,FAIL?
163128.0,102166.0,165271.5,105865.5,168944.0,113890.6,10529.0,4761.0,3.62506666666667,2.83794444444444,165924.0,104098.0,6659.0,6133.0,9465.0,11979.0,115.0,10129.0,130411.0,87268.0,79.94,85.42,130411.0,87268.0,108296.0,67476.0,87.3,181.75,3242.0,1307.0,135.6,23.13,2270.0,375.0,1.79,0.33,684.0,927.0,14972.0,3665.0,257.0,0.0,N/A,0.0,165.0,165.0,0.0,0.0,0.0,0.0,11651.0,11651.0,14972.0,3665.0,3156.0,-8151.0,9.18,3.59,143011.0,82963.0,87.67,81.2,2335.0,2417.0,0.0,0.0,7148.0,2031.0,1759.0,1518.0,-1588.0,-2933.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7808.0,4962.0,6.93,5.31,513.0,416.0,-12.0,0.0,148156.0,98501.0,163128.0,102166.0,2977.0,1723.0,2.32,2.68,747.0,1069.0,96.31,71.75,125594.0,62617.0,76.99,61.29,27.06,24.27,0.0,0.0,11001.0,7100.0,8.56,11.04,N/A,0.0,N/A,-2933.0,-1588.0,-2933.0,4566.0,3655.0,4.05,3.91,-1588.0,-2933.0,-1.25,-2.58,711.0,-526.0,0.56,-0.46,4607.0,5687.0,3.64,4.99,7.67,16.32,1674.0,1621.0,1.6,2.21,45.0,36.0,822.0,327.0,N/A,N/A,N/A,N/A,597.0,641.0,N/A,N/A,1879.0,1075.0,1503.0,9572.0,9.0,3.47,13.26,6.29,14938.0,3617.0,1584.0,918.0,-1.25,-2.58,-1.26,-2.58,-14.24,-55.42,-16.55,-55.42,124580.0,72047.0,10154.0,8186.0,0.0,0.0,0.0,0.0,0.0,0.0,4447.0,2996.0,4447.0,2996.0,43907.0,6361.0,Y
471422.0,409844.0,476174.0,413308.5,498164.25,413592.2,21533.0,15626.0,2.63364245810056,2.43954761904762,468284.0,419736.0,18904.0,16389.0,11304.0,48340.0,1989.0,43773.0,376666.0,361917.0,79.9,88.31,376666.0,361917.0,308017.0,301720.0,110.29,154.83,8324.0,6429.0,106.34,7.79,5598.0,413.0,1.5,0.1,3882.0,3440.0,55096.0,21737.0,0.0,0.0,N/A,0.0,1895.0,1895.0,0.0,0.0,0.0,0.0,37105.0,37105.0,55096.0,21737.0,16096.0,-17263.0,11.69,5.3,399967.0,294627.0,84.84,71.89,7153.0,7321.0,0.0,0.0,22025.0,1475.0,0.0,0.0,-5011.0,-15340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21457.0,17206.0,6.61,5.78,2645.0,2385.0,-2444.0,6110.0,416326.0,388108.0,471422.0,409845.0,16642.0,7294.0,4.41,2.95,4924.0,4919.0,95.8,66.3,360854.0,239953.0,76.55,58.55,22.72,22.25,76.0,0.0,73255.0,32783.0,19.41,13.26,N/A,0.0,N/A,-15340.0,-5011.0,-15340.0,13133.0,10777.0,4.05,3.62,-5011.0,-15340.0,-1.34,-3.71,4919.0,5303.0,1.32,1.28,19909.0,24897.0,5.33,6.02,19.77,26.78,5264.0,5301.0,1.72,2.05,179.0,168.0,1828.0,1091.0,N/A,N/A,N/A,N/A,11677.0,12690.0,N/A,N/A,0.0,0.0,19930.0,76977.0,11.77,5.19,14.54,8.07,55096.0,21773.0,5205.0,4038.0,-1.34,-3.71,-2.0,-2.23,-11.58,-46.13,-11.58,-46.13,414586.0,319816.0,15099.0,9426.0,0.0,0.0,0.0,0.0,0.0,0.0,37485.0,29824.0,37485.0,29824.0,68493.0,18190.0,Y
256058.0,200846.0,248992.0,209633.5,230880.75,221472.4,5173.0,6413.0,5.8195,7.17307142857143,250364.0,211137.0,2042.0,1232.0,3546.0,17164.0,0.0,16502.0,182811.0,163668.0,71.39,81.49,182811.0,163668.0,153180.0,135271.0,83.08,116.39,4349.0,2616.0,N/A,112.43,917.0,10396.0,0.53,4.69,1090.0,1244.0,24299.0,7652.0,0.0,0.0,N/A,0.0,11358.0,11359.0,293.0,264.0,0.0,0.0,12272.0,12919.0,24299.0,7652.0,669.0,-16626.0,9.49,3.81,244820.0,185740.0,95.61,92.48,3620.0,2635.0,0.0,0.0,0.0,0.0,4838.0,4721.0,207.0,-11698.0,0.0,0.0,1.0,0.0,0.0,0.0,29.0,37.0,11236.0,10433.0,6.81,5.04,78.0,129.0,148.0,0.0,231759.0,193194.0,256058.0,200846.0,3224.0,8661.0,1.34,5.02,5436.0,3013.0,130.1,100.04,237833.0,163738.0,92.88,81.52,230.62,58.16,0.0,0.0,1398.0,14892.0,0.58,8.64,N/A,0.0,N/A,-11698.0,207.0,-11698.0,6887.0,7817.0,4.18,3.77,206.36,-11698.0,0.12,-5.28,627.0,128.0,0.36,0.06,6243.0,9247.0,3.61,4.18,0.79,10.92,0.0,9247.0,0.0,4.81,44.0,28.0,647.0,747.0,N/A,N/A,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,631.0,7032.0,9.7,3.62,10.58,5.64,24293.0,7649.0,3249.0,2279.0,0.12,-5.28,0.21,-5.28,1.15,-90.22,1.15,-90.22,260246.0,175986.0,6987.0,5500.0,0.0,0.0,0.0,0.0,0.0,0.0,50392.0,5786.0,50392.0,5786.0,35649.0,30790.0,Y
122169.0,142619.0,114318.0,153031.0,99460.5,158920.4,12859.0,24075.0,5.81757142857143,5.70476,113062.0,155452.0,5595.0,5453.0,2095.0,8874.0,1967.0,6809.0,82788.0,119801.0,67.77,84.0,82788.0,119801.0,78765.0,111587.0,87.33,107.26,2365.0,3206.0,N/A,236.78,550.0,12374.0,0.74,7.79,432.0,420.0,19205.0,3189.0,0.0,0.0,N/A,0.0,10000.0,10000.0,301.0,110.0,0.0,0.0,10301.0,10557.0,19205.0,3189.0,-1096.0,-17368.0,15.72,2.24,114048.0,127266.0,93.35,89.23,1256.0,1622.0,0.0,0.0,9207.0,1438.0,0.0,0.0,83.0,-14349.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,4659.0,6677.0,6.79,4.69,63.0,83.0,-296.0,1696.0,102964.0,139430.0,122169.0,142619.0,1100.0,9791.0,1.22,8.8,3810.0,3281.0,107.43,84.65,88941.0,101408.0,72.8,71.1,96.32,81.18,0.0,0.0,1142.0,12061.0,1.27,10.85,N/A,0.0,N/A,-14349.0,83.0,-14349.0,2294.0,3471.0,3.34,2.44,67.64,-14349.0,0.09,-9.03,177.0,372.0,0.24,0.23,2158.0,4122.0,2.89,2.59,0.93,12.19,0.0,5226.0,0.0,4.65,21.0,25.0,691.0,562.0,N/A,N/A,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,0.0,5330.0,17.31,2.21,20.07,4.46,19567.0,3432.0,1100.0,1481.0,0.11,-9.03,-0.29,-7.96,0.57,-97.99,0.57,-97.99,102983.0,110231.0,13933.0,17611.0,0.0,0.0,0.0,0.0,0.0,0.0,11499.0,8643.0,11499.0,8643.0,25446.0,1002.0,Y
655717.0,574739.0,669085.5,569242.5,688498.4,569242.5,50340.0,71013.0,4.55359027777778,5.32165740740741,694500.0,574149.0,9635.0,8886.0,15539.0,44475.0,1500.0,27706.0,590566.0,556726.0,90.06,96.87,590566.0,556726.0,526321.0,535501.0,78.21,131.34,19628.0,2152.0,170.87,0.27,24286.0,7.0,3.53,0.0,1929.0,366.0,59106.0,14600.0,2137.0,0.0,N/A,0.0,530.0,530.0,0.0,0.0,0.0,0.0,47470.0,47470.0,59106.0,14600.0,11106.0,-33400.0,9.01,2.54,595495.0,465151.0,90.82,80.93,7340.0,1626.0,0.0,0.0,14300.0,0.0,0.0,0.0,-14315.0,-859.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35785.0,4446.0,5.65,3.84,1362.0,422.0,-6552.0,0.0,596611.0,560139.0,655717.0,574739.0,17730.0,8234.0,3.32,2.23,425.0,343.0,87.35,64.97,515878.0,361721.0,78.67,62.94,18.12,8.6,0.0,0.0,97870.0,95760.0,18.34,25.88,N/A,0.0,N/A,-859.0,-14315.0,-859.0,16157.0,2294.0,2.55,1.98,-14315.0,-859.0,-2.08,-0.6,-464.0,425.0,-0.07,0.3,12274.0,3571.0,1.78,2.51,17.73,30.25,14213.0,2597.0,2.56,2.77,144.0,108.0,3164.0,1652.0,N/A,165.0,N/A,0.0,153.0,165.0,N/A,0.0,0.0,0.0,18398.0,78110.0,8.4,2.47,11.55,4.18,58317.0,14161.0,7224.0,6005.0,-2.08,-0.6,-3.03,-0.6,-20.2,-23.13,-23.21,-23.13,567446.0,482171.0,63817.0,75724.0,0.0,0.0,0.0,0.0,0.0,0.0,68194.0,13903.0,68194.0,13903.0,135769.0,18278.0,Y
30051.0,21444.0,30175.0,21760.5,31642.0,21760.5,N/A,N/A,5.0085,4.2888,30123.0,21667.0,1150.0,1062.0,2408.0,4500.0,2235.0,4307.0,17391.0,19123.0,57.87,89.18,17391.0,19123.0,16879.0,18574.0,117.25,167.97,755.0,52.0,N/A,N/A,0.0,0.0,0.0,0.0,300.0,39.0,1888.0,407.0,0.0,0.0,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1888.0,407.0,1888.0,407.0,6.28,1.9,27978.0,19466.0,93.1,90.78,526.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,-963.0,-146.0,N/A,N/A,-810.0,-42.0,0.0,0.0,0.0,0.0,1619.0,202.0,5.48,4.09,N/A,0.0,0.0,0.0,28163.0,21037.0,30051.0,21444.0,35.0,30.0,0.26,0.26,0.0,0.0,78.27,59.13,13612.0,11308.0,45.3,52.73,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,N/A,0.0,N/A,-146.0,-963.0,-146.0,864.0,150.0,2.93,3.04,-153.0,-104.0,-0.48,-1.91,23.0,3.0,0.07,0.06,1040.0,257.0,3.29,4.72,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,51.0,52.0,N/A,N/A,N/A,N/A,0.0,0.0,N/A,N/A,N/A,N/A,0.0,0.0,6.51,2.91,14.56,6.1,1960.0,630.0,35.0,30.0,-3.04,-2.68,-3.04,-2.68,-42.42,-126.27,-42.42,-126.27,13701.0,10816.0,12131.0,3851.0,0.0,0.0,0.0,0.0,N/A,N/A,0.0,0.0,0.0,0.0,12236.0,1880.0,Y
114934.0,85024.0,117656.5,83953.0,123034.2,83953.0,23159.0,5402.0,3.38041176470588,3.86472727272727,116288.0,83394.0,5547.0,4970.0,1167.0,6354.0,246.0,5153.0,97444.0,79489.0,84.78,93.49,97444.0,79489.0,93365.0,76905.0,86.62,154.99,3864.0,227.0,155.41,17.97,1938.0,380.0,1.58,1.81,522.0,103.0,15107.0,5179.0,0.0,0.0,N/A,0.0,6927.0,6927.0,0.0,0.0,0.0,0.0,7873.0,7873.0,15107.0,5179.0,307.0,-9621.0,13.14,6.09,106633.0,72458.0,92.78,85.22,1893.0,282.0,0.0,0.0,4902.0,11560.0,1085.0,0.0,-868.0,-719.0,0.0,0.0,45.0,-3.0,0.0,0.0,0.0,0.0,7478.0,811.0,6.54,4.52,72.0,10.0,-499.0,0.0,99827.0,79845.0,114934.0,85024.0,1816.0,1819.0,2.26,3.28,3050.0,2103.0,80.51,67.4,78455.0,53576.0,68.26,63.01,35.7,21.49,0.0,0.0,5087.0,8465.0,6.34,15.28,N/A,0.0,N/A,-719.0,-868.0,-719.0,3614.0,584.0,3.16,3.25,-896.8,-716.0,-0.73,-3.41,316.0,27.0,0.26,0.13,3404.0,947.0,2.77,4.51,4.45,16.38,1247.0,2115.0,1.43,14.78,34.0,22.0,470.0,195.0,N/A,0.0,N/A,0.0,0.0,0.0,N/A,0.0,0.0,0.0,24.0,5461.0,12.7,6.21,17.68,9.22,14766.0,5178.0,1133.0,827.0,-0.71,-3.43,-1.11,-3.43,-5.58,-51.93,-5.58,-51.93,89938.0,65154.0,23030.0,2169.0,0.0,0.0,0.0,0.0,0.0,0.0,5599.0,4788.0,5599.0,4788.0,23048.0,758.0,Y
487092.0,409608.0,486067.0,424864.0,489732.8,424864.0,30303.0,56732.0,4.82269306930693,4.5512,492816.0,423954.0,19627.0,19057.0,16623.0,39752.0,8880.0,34772.0,420112.0,377678.0,86.25,92.2,420112.0,377678.0,405930.0,311099.0,81.82,196.73,14517.0,1696.0,336.95,10.46,11480.0,382.0,2.34,0.36,2351.0,434.0,45246.0,9975.0,455.0,0.0,N/A,0.0,1820.0,1820.0,0.0,0.0,0.0,0.0,1820.0,1820.0,45246.0,9975.0,41606.0,6335.0,9.29,2.44,441339.0,357684.0,90.61,87.32,7394.0,1380.0,0.0,0.0,24450.0,0.0,0.0,0.0,-5008.0,-2365.0,1266.0,342.0,11.0,0.0,0.0,0.0,0.0,0.0,29243.0,3386.0,6.54,3.62,1061.0,193.0,-3105.0,0.0,441846.0,399633.0,487092.0,409608.0,11521.0,14560.0,3.0,4.78,6963.0,2519.0,88.67,76.88,372515.0,290361.0,76.48,70.89,29.03,17.37,43.0,0.0,39683.0,83821.0,10.33,27.49,N/A,0.0,N/A,-2365.0,-5008.0,-2365.0,14726.0,1690.0,3.29,1.81,-5015.04,-2365.0,-1.02,-2.23,3734.0,360.0,0.76,0.34,15104.0,4033.0,3.08,3.8,9.12,24.79,3407.0,3653.0,0.82,4.68,101.0,90.0,1928.0,1116.0,N/A,2588.0,N/A,0.0,2465.0,2588.0,N/A,0.0,0.0,0.0,4721.0,17704.0,9.18,2.37,12.83,4.46,45246.0,10038.0,4974.0,4094.0,-1.02,-2.23,-1.66,-2.23,-10.36,-84.14,-11.3,-84.14,391356.0,317070.0,35494.0,32551.0,0.0,0.0,0.0,0.0,0.0,0.0,33375.0,20524.0,33375.0,20524.0,48543.0,39575.0,Y
368266.0,281884.0,359366.5,279687.0,342741.8,279687.0,45992.0,12883.0,3.75781632653061,3.39619277108434,348707.0,277395.0,38748.0,35551.0,6874.0,31158.0,818.0,27071.0,310251.0,274548.0,84.25,97.4,310251.0,274548.0,275475.0,251314.0,120.57,136.54,9207.0,761.0,160.82,0.0,3284.0,0.0,0.96,0.0,2712.0,703.0,35859.0,6361.0,0.0,0.0,N/A,0.0,1000.0,1000.0,0.0,0.0,0.0,0.0,44565.0,46155.0,35859.0,6361.0,-9706.0,-40794.0,9.74,2.26,309411.0,230468.0,84.02,81.76,6116.0,1311.0,0.0,0.0,76.0,655.0,633.0,0.0,-2693.0,-532.0,0.0,0.0,115.0,0.0,0.0,0.0,3486.0,0.0,17914.0,2808.0,6.26,4.9,600.0,96.0,-2614.0,-360.0,332407.0,275523.0,368266.0,281884.0,4778.0,7593.0,1.75,3.9,22871.0,19559.0,86.52,68.11,268418.0,187001.0,72.89,66.34,192.82,33.99,0.0,0.0,2478.0,22337.0,0.91,11.48,N/A,0.0,N/A,-532.0,-2693.0,-532.0,8707.0,2047.0,3.04,3.57,-2766.6,-532.0,-0.81,-0.76,1493.0,394.0,0.44,0.56,12338.0,3333.0,3.6,4.77,0.92,9.57,2042.0,212.0,0.79,0.43,98.0,83.0,1665.0,875.0,N/A,2579.0,N/A,0.0,2298.0,2579.0,N/A,0.0,0.0,0.0,926.0,4647.0,9.19,2.14,11.02,3.88,32045.0,5925.0,4108.0,2904.0,-0.79,-0.76,-1.55,-1.28,-8.06,-31.91,-8.06,-31.91,327976.0,227602.0,40099.0,15741.0,0.0,0.0,0.0,0.0,0.0,0.0,62097.0,39688.0,62097.0,39688.0,136711.0,7829.0,Y
135883.0,117389.0,133793.0,119343.5,130230.4,119343.5,19234.0,9119.0,4.52943333333333,4.34774074074074,131840.0,119169.0,5020.0,4474.0,2433.0,1501.0,15.0,15.0,111558.0,110230.0,82.1,93.9,111558.0,110230.0,102680.0,101826.0,69.56,131.26,3756.0,470.0,137.69,-7160.0,1001.0,358.0,0.77,1.2,733.0,154.0,17828.0,6472.0,0.0,0.0,N/A,0.0,1000.0,1000.0,0.0,0.0,0.0,0.0,14400.0,14400.0,17828.0,6472.0,2428.0,-8928.0,13.12,5.51,124275.0,103262.0,91.46,87.97,1929.0,377.0,0.0,0.0,0.0,1425.0,2550.0,0.0,348.0,-650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8172.0,1330.0,6.87,5.08,221.0,25.0,203.0,1.0,118055.0,110917.0,135883.0,117389.0,1217.0,4812.0,1.07,5.05,16853.0,13223.0,100.98,82.07,112655.0,90466.0,82.91,77.07,19.15,36.49,0.0,0.0,6354.0,13188.0,5.58,13.84,N/A,0.0,N/A,-650.0,348.0,-650.0,4416.0,860.0,3.71,3.28,348.0,-650.0,0.27,-2.18,682.0,71.0,0.52,0.24,3546.0,1222.0,2.72,4.1,5.74,16.26,727.0,-5.0,0.67,-0.02,30.0,27.0,639.0,408.0,N/A,776.0,N/A,0.0,715.0,776.0,N/A,0.0,0.0,0.0,1445.0,5896.0,13.35,5.41,14.88,7.28,17598.0,6451.0,1217.0,1389.0,0.27,-2.18,0.42,-2.18,1.98,-38.27,1.98,-38.27,126411.0,107660.0,11605.0,11356.0,0.0,0.0,0.0,0.0,0.0,0.0,16521.0,6281.0,16521.0,6281.0,42522.0,4917.0,Y
1210553.0,1511693.0,1156803.0,1478090.0,1047960.8,1478090.0,173989.0,335448.0,14.5849759036145,16.9853146067416,1158983.0,1466933.0,2330.0,2188.0,5260.0,14277.0,0.0,0.0,1088738.0,1377064.0,89.94,91.09,1088738.0,1377064.0,1044927.0,1337864.0,37.42,52.27,39540.0,6478.0,152.41,208.24,9111.0,8948.0,0.87,2.42,1314.0,468.0,108093.0,122049.0,0.0,0.0,N/A,0.0,909.0,909.0,52.0,0.0,0.0,0.0,78257.0,98256.0,108093.0,122049.0,28927.0,22884.0,8.93,8.07,1160021.0,1409330.0,95.83,93.23,8811.0,2254.0,0.0,0.0,35538.0,46165.0,0.0,0.0,10376.0,-2178.0,0.0,0.0,447.0,-119.0,0.0,0.0,0.0,0.0,75947.0,19919.0,7.54,5.78,121.0,33.0,6208.0,-1247.0,1102460.0,1389644.0,1210553.0,1511693.0,13454.0,26114.0,1.3,2.16,18126.0,23215.0,93.99,85.87,1023271.0,1182496.0,84.53,78.22,44.27,41.6,0.0,0.0,30391.0,62775.0,2.93,5.19,N/A,0.0,N/A,-2178.0,10376.0,-2178.0,36407.0,13441.0,3.61,3.9,10089.92,-2101.84,0.96,-0.57,3940.0,-1620.0,0.38,-0.44,15099.0,6179.0,1.44,1.67,2.99,4.3,5978.0,4297.0,0.65,1.41,83.0,89.0,8115.0,9800.0,N/A,0.0,N/A,28132.0,0.0,28132.0,N/A,0.0,0.0,0.0,5764.0,2284.0,9.26,8.64,11.01,10.98,107292.0,126758.0,13454.0,16417.0,0.99,-0.59,1.58,-0.93,11.57,-7.07,11.57,-7.07,1096449.0,1303595.0,101212.0,180669.0,0.0,0.0,0.0,0.0,0.0,0.0,181315.0,108183.0,181315.0,108183.0,566085.0,150033.0,Y
123761.0,104124.0,124543.0,104823.5,125712.2,104823.5,918.0,4416.0,2.38001923076923,2.74010526315789,126245.0,107707.0,2227.0,1857.0,4191.0,3809.0,1041.0,1057.0,106423.0,99324.0,85.99,95.39,106423.0,99324.0,77617.0,70685.0,94.43,127.55,1794.0,84.0,202.33,5244.44,520.0,472.0,0.41,1.8,1353.0,287.0,10297.0,3784.0,413.0,0.0,N/A,0.0,2400.0,2400.0,0.0,0.0,0.0,0.0,4750.0,5100.0,10297.0,3784.0,3147.0,-3716.0,8.32,3.63,112013.0,88833.0,90.51,85.31,2680.0,544.0,0.0,0.0,2758.0,3770.0,2009.0,599.0,-173.0,-799.0,32.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,6736.0,915.0,5.89,4.07,754.0,205.0,0.0,0.0,113464.0,100340.0,123761.0,104124.0,1123.0,2035.0,1.17,2.84,128.0,0.0,89.25,70.14,94986.0,69661.0,76.75,66.9,38.08,23.05,0.0,0.0,2949.0,8828.0,3.07,12.31,N/A,0.0,N/A,-799.0,-173.0,-799.0,4942.0,831.0,4.32,3.7,-173.0,-799.0,-0.14,-3.05,1286.0,356.0,1.02,1.36,5881.0,1514.0,4.68,5.78,3.7,13.58,257.0,9.0,0.26,0.05,52.0,38.0,334.0,348.0,N/A,0.0,N/A,0.0,0.0,0.0,N/A,0.0,0.0,0.0,1627.0,5310.0,8.02,3.52,11.93,5.89,10130.0,3789.0,1123.0,1035.0,-0.14,-3.05,-0.14,-3.05,-1.63,-76.4,-5.52,-76.4,94299.0,81886.0,13228.0,14345.0,0.0,0.0,0.0,0.0,0.0,0.0,20237.0,17778.0,20237.0,17778.0,14546.0,2449.0,Y
252152.0,236385.0,254730.5,241231.0,245844.4,241231.0,N/A,N/A,6.00361904761905,4.22116071428571,257014.0,236531.0,1427.0,1129.0,5799.0,3780.0,2377.0,2365.0,200961.0,212380.0,79.7,89.84,200961.0,212380.0,187444.0,199677.0,40.13,120.18,7410.0,1139.0,202.94,152.07,345.0,698.0,0.14,1.16,1139.0,318.0,14935.0,8635.0,5000.0,0.0,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27375.0,31375.0,14935.0,8635.0,-12440.0,-22740.0,5.92,3.65,239090.0,227927.0,94.82,96.42,2919.0,1003.0,0.0,0.0,89.0,1084.0,0.0,0.0,1209.0,-1075.0,N/A,N/A,67.0,-11.0,0.0,0.0,0.0,0.0,14533.0,2695.0,6.17,4.64,N/A,0.0,2791.0,0.0,237217.0,227750.0,252152.0,236385.0,646.0,3046.0,0.37,1.92,562.0,897.0,86.64,73.37,174107.0,155826.0,69.05,65.92,17.06,25.16,0.0,800.0,3787.0,12107.0,2.17,7.62,N/A,0.0,N/A,-1075.0,1209.0,-1075.0,7123.0,1556.0,3.03,2.68,1166.12,-1064.0,0.47,-1.76,5607.0,258.0,2.28,0.43,8452.0,2180.0,3.44,3.61,1.66,6.01,170.0,459.0,0.1,1.13,42.0,56.0,1139.0,951.0,N/A,N/A,N/A,N/A,0.0,0.0,N/A,N/A,N/A,N/A,409.0,2104.0,7.7,3.71,10.28,6.26,19797.0,8781.0,646.0,2206.0,0.49,-1.78,1.63,-1.78,6.88,-47.26,-21.59,-47.26,198774.0,175646.0,62517.0,68652.0,0.0,0.0,0.0,0.0,N/A,N/A,35210.0,27396.0,35210.0,27396.0,56036.0,24169.0,Y
